id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
39889061,Garden house with parking filled with tranquility,8518395,Laurent,,Kadikoy,40.98742,29.03049,Entire home/apt,436,2,21,2020-09-25,1.58,1,170
39889641,central house,65174916,Tümay,,Beyoglu,41.03239,28.98441,Entire home/apt,1363,1,0,,,1,180
39890547,"Taksim, İstiklal, Galata",307192137,Emre,,Beyoglu,41.03644,28.97815,Entire home/apt,77,6,1,2020-12-15,1,3,362
39892004,Comfy big room,260132015,Badr,,Sisli,41.0599,28.97511,Private room,182,2,0,,,1,89
39892837,"Private Room of Hermes ,Bosphorus Sea View",158786390,Mert,,Besiktas,41.06006,29.01046,Private room,191,2,0,,,2,0
39893013,1+1 lüks daire,140370456,Umutcan,,Esenyurt,41.03212,28.68326,Entire home/apt,149,3,0,,,1,77
39893061,luxury hotel taksim,307210883,Azat,,Beyoglu,41.036,28.97792,Entire home/apt,114,1,0,,,12,180
39893863,quality rooms pandora taksim,307210883,Azat,,Beyoglu,41.03521,28.97658,Entire home/apt,118,1,0,,,12,180
39894083,ISTIKLAL STREET NEAR ROOMS,307210883,Azat,,Beyoglu,41.03528,28.97874,Entire home/apt,91,1,0,,,12,178
39904554,Rest and recreation in the arms of nature 1 + 1,306863124,Sweet,,Basaksehir,41.0988,28.77656,Entire home/apt,372,1,6,2020-12-16,0.43,7,365
39904861,استمتع بشقه فندقيه مميزه بارقى المناطق بتركيا 1+1,306863124,Sweet,,Basaksehir,41.0988,28.77498,Entire home/apt,370,1,1,2020-01-19,0.08,7,365
39906376,Cosy House nearby the Bosphorus. Perfect Location!,250753669,Zehra,,Besiktas,41.08481,29.04679,Entire home/apt,409,1,0,,,1,180
39906890,Art & Light: Bright Modern Apartment in Cihangir,169447739,Baharaddin,,Beyoglu,41.03225,28.98117,Entire home/apt,372,4,0,,,2,90
39908426,Öğrenci evi: lüks değil ama günü kurtarır.,107796629,Ozgun,,Esenyurt,41.02303,28.63507,Private room,40,1,0,,,1,89
39908541,Fully equipped central flat near galata tower,51509065,Cengiz,,Beyoglu,41.02772,28.97448,Entire home/apt,218,5,16,2020-11-22,1.26,1,180
39908967,istanbul winter,209586387,Tawfiq,,Esenyurt,41.05677,28.67076,Entire home/apt,370,5,0,,,2,365
39909153,Kliç aslan Istanbul,307512740,Robi,,Beyoglu,41.03459,28.97507,Entire home/apt,297,1,1,2019-11-11,0.07,1,89
39912334,Nice studio opposite to Hilton Bosporus,103585853,Cemal,,Sisli,41.04268,28.98531,Entire home/apt,295,3,0,,,2,364
39913279,Maçka bölgesinde huzurlu bir oda.,307554233,Artem,,Besiktas,41.0445,28.99838,Private room,102,1,0,,,1,0
39913946,istanbul'un kalbinde güzel bir ev,103585853,Cemal,,Sisli,41.04397,28.98578,Entire home/apt,372,3,0,,,2,179
39914832,A flat in a Complex in Luxury part/ Close to Bebek,17830079,Selen,,Besiktas,41.08879,29.03037,Private room,363,2,0,,,1,363
39915633,Taksim Balik_ 110,306843994,Farzin,,Beyoglu,41.03604,28.97702,Entire home/apt,500,35,11,2020-09-14,0.81,4,61
39916712,شقة مفروشة متكاملة نموذجية قريبة من محطة الميتروبص,270122660,Buraq,,Avcilar,40.9841,28.72061,Entire home/apt,483,7,0,,,2,365
39918891,Metrobüse 50 mt marmara parka 3 dk temiz yeni bina,307605714,Mustafa,,Esenyurt,41.00888,28.66277,Entire home/apt,446,1,0,,,1,90
39918988,"Stylish, modern room with terrace in Nişantaşı",45418337,Yağmur,,Sisli,41.05022,28.99672,Private room,409,1,1,2020-10-14,0.37,2,0
39919632,"Center in İstanbul, best location!",280121586,Batuhan,,Fatih,41.00426,28.94372,Shared room,96,1,0,,,1,0
39921030,AVCILAR,307623039,Aydın,,Avcilar,40.99302,28.71043,Private room,140,1,0,,,2,365
39921509,Luxury Residence in Istanbul,267549394,Nazmi,,Gaziosmanpasa,41.08003,28.87885,Entire home/apt,892,7,0,,,1,365
39931014,Lovely Bosphorus View with Balcony,307765072,Can,,Beyoglu,41.03224,28.98708,Entire home/apt,1089,2,4,2020-10-16,0.30,1,178
39931519,İstiklal caddesine 50 m uzaklıkta tek kişilik oda,306668672,Fırat,,Beyoglu,41.03542,28.9813,Private room,145,1,1,2019-11-30,0.08,6,365
39932445,1+1 lux home,214742668,Murat,,Kagithane,41.07561,29.0009,Entire home/apt,500,3,0,,,1,0
39932617,Cozy flat in the center of Cihangir,18262552,Emine,,Beyoglu,41.03122,28.98458,Entire home/apt,400,4,2,2020-09-02,0.16,1,90
39933517,Cozy & Economic Room Near to Taksim,276167461,Ahmet,,Beyoglu,41.02726,28.97885,Entire home/apt,200,1,3,2020-09-10,0.64,15,365
39933853,Private room,307795531,Selahattin,,Sariyer,41.12187,29.07082,Private room,100,60,0,,,1,180
39934547,Cozy Hotel room at the center of Istanbul Taksim,307784246,Büşra,,Beyoglu,41.02908,28.97559,Entire home/apt,216,1,3,2020-10-05,0.58,8,180
39935355,Cozy Hotel room at the center of Istanbul Taksim,307784246,Büşra,,Beyoglu,41.03083,28.976,Entire home/apt,205,1,1,2019-11-20,0.07,8,180
39935491,Cozy Hotel room at the center of Istanbul Taksim,307784246,Büşra,,Beyoglu,41.03028,28.97544,Entire home/apt,205,5,0,,,8,180
39936131,Stylish Hotel room at the heart of Istanbul Taksim,307784246,Büşra,,Beyoglu,41.03074,28.97453,Entire home/apt,170,1,11,2020-10-22,0.82,8,0
39936481,Superhost Alsama,307820958,Alsama,,Sisli,41.04512,28.98474,Entire home/apt,558,3,0,,,3,180
39936569,Stylish Hotel room at the heart of Istanbul Taksim,307784246,Büşra,,Beyoglu,41.02919,28.97546,Entire home/apt,159,1,0,,,8,180
39936699,Stylish Hotel room at the heart of Istanbul Taksim,307784246,Büşra,,Beyoglu,41.03012,28.9754,Entire home/apt,170,1,4,2020-11-06,0.33,8,270
39936788,Stylish Hotel room at the heart of Istanbul Taksim,307784246,Büşra,,Beyoglu,41.03072,28.97518,Entire home/apt,159,1,2,2020-08-29,0.14,8,270
39936852,Stylish Hotel room at the heart of Istanbul Taksim,307784246,Büşra,,Beyoglu,41.02882,28.97402,Entire home/apt,159,1,1,2020-10-14,0.37,8,270
39937662,2 BR Nostalgic Island House in Buyukada with an Amazing Sea View,223450420,Mehmet,,Adalar,40.87327,29.12669,Entire home/apt,596,1,23,2020-12-13,1.80,82,0
39937787,House far from sabiha gökçen airport 15 minutes,171380446,Serdar,,Pendik,40.89544,29.24569,Entire home/apt,1487,3,0,,,1,177
39938255,Acarkent’te kesintisiz manzaralı geniş villa,178946299,Berat,,Beykoz,41.11163,29.1285,Entire home/apt,7000,7,0,,,2,167
39939689,SWEET&COZY APARTMENT  VERY CLOSE TO TAKSIM SQUARE,255228520,Cengizhan&Ceren,,Beyoglu,41.03404,28.98653,Entire home/apt,372,3,19,2020-12-22,1.46,5,153
39940326,"Best location,best room",173610790,Gokce,,Kadikoy,41.00272,29.03067,Private room,90,1,7,2020-10-17,0.50,2,365
39941590,Merkezi konumda ferah oda,307885505,Doğukan,,Kucukcekmece,41.05162,28.74921,Private room,259,2,0,,,1,89
39941686,Airbnb legend! Safe and Central +,164048600,Tevfik,,Beyoglu,41.03525,28.97434,Private room,75,1,5,2020-01-27,0.36,2,0
39942124,Rahat bir deneyim,31083690,Irmak,,Atasehir,40.99195,29.07664,Private room,110,1,1,2019-12-24,0.08,1,1
39942700,"Cosy,  penthouse apartment",23809938,Bihter,,Uskudar,41.02159,29.01981,Private room,299,1,1,2020-10-24,0.42,1,179
39942946,Modern Duplex with Private Garden in Nişantaşı,19633173,Zeynep & Gökhan,,Sisli,41.05276,28.99695,Entire home/apt,632,7,18,2020-12-04,1.28,1,176
39943389,Galata No:12 Apart,251908699,Ali,,Beyoglu,41.02797,28.97506,Private room,140,1,11,2020-12-16,1.04,8,360
39943428,Şişli merkez Aile yanı özel oda,193379917,Buket,,Sisli,41.06239,28.985,Private room,100,1,0,,,1,89
39944001,BAYANA ÖZEL ODA 2-İSTİNYE,305500645,Ufuk,,Sariyer,41.11388,29.04128,Private room,70,7,0,,,2,180
39944454,Sıcak ve keyifli bir ev,307906799,Can,,Kucukcekmece,40.98974,28.78375,Entire home/apt,260,2,0,,,1,81
39945673,SİSLİ CENTRE FULL FURNİSHED CLEAR HOUSE 2 BEDROOM,282027836,Aykut,,Sisli,41.06266,28.98511,Entire home/apt,319,30,0,,,1,363
39945873,private double rooms in the old city,307916335,Saif,,Fatih,41.01309,28.94402,Private room,744,1,4,2020-03-11,0.29,1,181
39946771,"Good location, 1 min walking to metro, bus.",41349927,Çilem,,Uskudar,41.0296,29.02983,Entire home/apt,454,1,0,,,1,178
39946869,"Mecidiyeköy merkezde, metrobüse 8 dakika.",307923803,Mehmet Akif,,Sisli,41.07069,28.99376,Private room,95,20,0,,,1,0
39947420,Taksim,258948873,Almira,,Beyoglu,41.03269,28.98328,Private room,222,1,0,,,4,179
39949188,Aras home,288869719,Aras,,Kagithane,41.07651,28.98429,Private room,70,1,0,,,1,0
39949449,Amidu24,307962574,Peter,,Sisli,41.05576,28.97416,Private room,70,2,0,,,1,89
39952493,Özel oda,308004354,Halil,,Umraniye,41.00921,29.14556,Private room,70,1,0,,,1,365
39954309,Historical.Teras  +cozy/clean  Süleymaniye hills,288582599,Mohammad,,Fatih,41.01989,28.96468,Private room,200,1,2,2020-02-21,0.17,3,90
39955119,"Temiz Ev, Clean house",307967352,Yavuz,,Bahcelievler,40.99846,28.85423,Entire home/apt,350,2,8,2020-12-19,0.65,1,56
39956299,Rahat ve ekonomik konaklama yeriniz,280112074,Nafi,,Kartal,40.91005,29.22312,Entire home/apt,130,1,6,2020-10-05,0.60,4,1
39956687,CUMBALI LUXURY BOUTIQUE HOTEL,306869953,Orhan,,Sisli,41.05334,28.98578,Private room,350,1,0,,,1,0
39957197,"SINGLE ROOM, CLEAN AND PRETTY HOUSE IN KADIKOY",301430876,Alper,,Kadikoy,40.9868,29.06819,Private room,75,1,7,2020-08-26,0.53,3,361
39957663,Luxury apartment 25. Floor with full furniture,276770012,Yusuf,,Esenyurt,41.0175,28.64519,Entire home/apt,368,5,0,,,3,365
39958998,Dublex Daire Havalimanına 20 dakika  Samandıra,307805323,Ramazan,,Sancaktepe,40.99853,29.2498,Private room,70,1,0,,,1,88
39959168,Lovely Penthouse Room with Daily Breakfast,189516806,Arzu,,Beyoglu,41.02648,28.97669,Private room,386,1,1,2020-01-13,0.08,33,365
39959262,Istanbulun en guzel projesi hep Istanbul,22039893,Mustafa,,Esenyurt,41.01226,28.68272,Entire home/apt,251,10,2,2020-09-11,0.45,3,90
39960192,Cheers Porthouse is your Harbour in İstanbul,308079226,Murat,,Beyoglu,41.02401,28.97949,Private room,170,1,0,,,1,364
39960627,Lovely Home In the Heart of Galata,308083314,Dogucan,,Beyoglu,41.02649,28.97574,Entire home/apt,221,2,40,2020-12-28,2.86,1,174
39961304,5 MINUTE TO ATATÜRK AIRPORT,257520005,Ahmet,,Bahcelievler,40.99397,28.84851,Private room,110,1,0,,,2,330
39961601,Kullanışlı ev,308090121,Kerem,,Kagithane,41.07702,28.99872,Entire home/apt,386,1,0,,,1,179
39962016,In the center of İstanbul in Beşiktaş,93892759,Mario,,Besiktas,41.04745,29.00205,Private room,112,1,0,,,1,90
39962893,Cozy double room w/ open buffet breakfast,189516806,Arzu,,Beyoglu,41.02794,28.97451,Private room,429,1,0,,,33,365
39964730,Bayram Palas Old City Istanbul,1667741,Ceyhun,,Fatih,41.00278,28.97412,Entire home/apt,1445,1,0,,,5,364
39965081,Cozy Place,172485954,Levent,,Sisli,41.04523,28.98375,Private room,182,1,0,,,1,180
39965204,Cumbalı-ahşap ve konum olarak harika bir ev,308120018,Erdem,,Sariyer,41.1603,29.04169,Private room,95,1,2,2020-01-12,0.16,1,179
39966642,Private Cozy Room in Fulya sisli for ladies,246415920,Hayormide,,Sisli,41.06018,28.9914,Private room,80,3,1,2019-12-31,0.08,1,211
39968856,"Modern Apartment in Akbati, 2 bedroom+1 livingroom",194311711,Sinan,,Esenyurt,41.05755,28.66732,Entire home/apt,364,3,1,2020-01-08,0.08,1,348
39972735,TATAVLA CHIP ROOM @ Taksim-Osmanbey,230149421,Emin,,Sisli,41.04512,28.98145,Private room,70,1,0,,,8,350
39972941,"Furnished, Suitable for family, With car park Site",237880091,Emir Alp,,Eyup,41.08146,28.9235,Entire home/apt,170,5,1,2019-12-07,0.08,1,0
39973582,TATAVLA DOUBLE BED ROOM @ Taksim-Osmanbey,230149421,Emin,,Sisli,41.04614,28.98184,Private room,90,1,0,,,8,350
39975345,Mecidiyekoy Kiralık Oda,2494936,Murat,,Sisli,41.06985,28.99678,Private room,84,1,1,2020-08-13,0.21,1,1
39976425,Nostalji Hostel  for woman,217794264,A.Recep,,Beyoglu,41.03962,28.98152,Shared room,81,1,0,,,5,0
39977363,TERRACE STANDART ROOM 1,308220849,Abdullah,,Beyoglu,41.02972,28.97303,Entire home/apt,157,1,10,2020-12-23,2.75,22,215
39978085,Private room ONLY LADİES. Bayanlar için!,38968056,Alexandra,,Umraniye,41.01514,29.11258,Private room,91,2,0,,,1,180
39979006,Near Metrobus and Subway,102017454,Cihan,,Bahcelievler,40.99657,28.85257,Shared room,91,1,0,,,1,0
39979040,Ariya Apart near British consulate 106,143875760,Pedram,,Beyoglu,41.03507,28.97597,Entire home/apt,300,2,9,2020-11-13,0.76,29,365
39979533,big room close to subway in student neighborhood,145186576,Aysu Ezgi,,Sariyer,41.08708,29.04609,Private room,70,1,2,2020-02-09,0.15,3,90
39979870,"Rahat,konforlu,temiz tam bir aile evi.",276102845,Mesut,,Gungoren,41.02001,28.86735,Private room,100,1,0,,,1,269
39980009,Room close to subway in student neighborhood,145186576,Aysu Ezgi,,Sariyer,41.0856,29.04577,Private room,70,1,5,2020-03-03,0.38,3,90
39980136,Near the Istanbul AirPort,308246043,Nuray,,Arnavutkoy,41.18319,28.7391,Entire home/apt,464,2,0,,,1,179
39980196,cozy room close to subway in student neighborhood,145186576,Aysu Ezgi,,Sariyer,41.08727,29.04746,Private room,70,1,2,2019-12-10,0.15,3,90
39980760,Ariya apart near British consulate 111,143875760,Pedram,,Beyoglu,41.03537,28.97574,Entire home/apt,93,2,4,2020-03-13,0.31,29,365
39981432,Private room in Sisli (Beşiktaş),308258878,Büşra,,Sisli,41.0579,28.99286,Private room,216,3,0,,,1,364
39981649,"Bright, spacious artist’s apartment",169447739,Baharaddin,,Beyoglu,41.0323,28.98007,Entire home/apt,364,2,0,,,2,90
39983810,Rooms in Private House,31750038,Yusuf,,Sariyer,41.08668,29.04698,Private room,180,1,0,,,1,90
39983877,Economic Bugdet Single-Double Room At City Center,225719048,Vedat,,Fatih,41.00458,28.97218,Private room,89,1,16,2020-09-15,1.15,22,365
39984193,"STYLISH HOME WITH VIEW, NEAR TAKSİM&NİSANTASİ",58606916,Melis,,Sisli,41.05672,28.98452,Entire home/apt,400,7,1,2020-01-01,0.08,1,0
39984777,Sabiha 20 min,308292255,Ismail,,Tuzla,40.83567,29.30001,Private room,186,3,0,,,1,89
39985043,Kiralık Oda,308293926,Erencan,,Eyup,41.07574,28.95405,Private room,223,1,0,,,1,179
39986211,Private bedroom bomonti,307899245,Pardis,,Sisli,41.05344,28.97098,Private room,89,1,3,2020-01-30,0.25,1,335
39986450,With spectacular view 1+1 apartment really comfy,83086878,Mrt,,Besiktas,41.06592,29.0401,Entire home/apt,818,3,2,2020-01-29,0.16,1,364
39987994,Stylish & Historical Flat in City Centre - w /AC,32525422,Melisa,,Beyoglu,41.03192,28.98251,Entire home/apt,457,2,26,2021-01-03,2.11,5,270
39988532,AGVADA 2+1 ŞÖMINELİ DAİRE,63493147,Hakan,,Sile,41.13794,29.85899,Entire home/apt,464,1,0,,,7,364
39990825,taksim house,258948873,Almira,,Beyoglu,41.03382,28.9827,Private room,222,1,0,,,4,179
39996481,"Central Location, Comfy Flat, Unique İstanbul View",144066257,Tamer,,Beyoglu,41.02659,28.97519,Private room,91,4,1,2020-01-02,0.08,4,153
39996627,KİRALIK ODA İSTANBUL MECİDİYEKÖY,308411778,Mert,,Sisli,41.073,28.99575,Private room,70,10,0,,,1,90
39996879,let's be GALATA,123787236,Evin,,Beyoglu,41.02682,28.97313,Entire home/apt,772,2,39,2020-12-14,2.90,1,17
39997576,So comfortable and international home,255429080,Hasan ALİ,,Sariyer,41.08766,29.04791,Private room,152,1,1,2019-12-22,0.08,1,180
39997713,FAMİLY SUİTE,231583481,Global Suites,,Sisli,41.04513,28.9819,Entire home/apt,396,1,0,,,17,347
39997849,Big Room :),223214181,Buğrahan,,Kadikoy,40.98663,29.04371,Private room,149,1,0,,,1,364
39998149,301 HOUSE MOLA GALATA / BREAKFAST INCLUDED,185171232,Hakan,,Beyoglu,41.02782,28.97586,Private room,225,1,51,2020-12-20,3.88,22,58
39999374,102 HOUSE MOLA GALATA / BREAKFAST INCLUDED,185171232,Hakan,,Beyoglu,41.02782,28.97586,Private room,212,1,30,2020-12-12,2.26,22,28
39999665,Penthouse with balcony near Galata Tower.,198356079,Burak,,Beyoglu,41.0303,28.97072,Private room,80,1,1,2019-12-21,0.08,1,364
40000084,Well Furnished Flat in Historical Peninsula 501,26045721,Huseyin Asim,,Fatih,41.00722,28.95312,Entire home/apt,191,2,4,2020-11-27,0.30,22,365
40000368,HAMMAM HOUSE MOLA GALATA / BREAKFAST INCLUDED,185171232,Hakan,,Beyoglu,41.02782,28.97586,Private room,225,1,6,2020-11-19,0.48,22,35
40000564,101 HOUSE MOLA GALATA / BREAKFAST INCLUDED,185171232,Hakan,,Beyoglu,41.02782,28.97586,Private room,214,1,14,2020-11-20,1.11,22,60
40000629,Seyrantepe metro çıkışında şirin dublex dairem,308442450,Mutlu,,Kagithane,41.10002,28.99834,Private room,150,1,0,,,1,90
40000713,"Metrobüs marmaray 4 dk,rıhtım yürüme,kadıköymerkez",184641704,Riri,,Kadikoy,40.99341,29.03588,Private room,80,1,3,2020-04-01,0.26,2,365
40001182,201 HOUSE MOLA GALATA / BREAKFAST INCLUDED,185171232,Hakan,,Beyoglu,41.02782,28.97586,Private room,209,1,13,2020-12-13,0.95,22,59
40001245,just like home:),28525525,Gursel,,Atasehir,40.97995,29.116,Private room,186,1,1,2020-02-23,0.10,1,90
40001432,202 HOUSE MOLA GALATA /  BREAKFAST INCLUDED,185171232,Hakan,,Beyoglu,41.02782,28.97586,Private room,209,1,19,2020-11-22,1.46,22,61
40001518,Dumankaya ikon residance,37518709,Ynrns,,Atasehir,40.99209,29.08521,Private room,141,1,0,,,1,364
40002006,.,288765444,Vuqar Mamedov 93,,Umraniye,41.00922,29.14191,Shared room,148,3,0,,,1,90
40002785,taksim golden point_103,304153488,Farzin,,Beyoglu,41.03749,28.9822,Entire home/apt,126,3,18,2021-01-01,1.48,4,19
40003718,Mr Damien,308484439,Mahamed Damyane,,Fatih,41.01837,28.96471,Private room,149,1,2,2019-12-27,0.15,8,364
40005246,"Private, clean and secure room near in Levent",303653457,T,,Kagithane,41.08117,28.99295,Private room,74,1,0,,,1,1
40005701,taksim golden point_104,304153488,Farzin,,Beyoglu,41.03789,28.98178,Entire home/apt,121,3,23,2020-12-28,1.70,4,16
40006150,Şile House,188163527,Engin,,Sile,41.19014,29.44374,Entire home/apt,130,1,8,2020-08-30,0.60,5,0
40006247,taksim golden point_105,304153488,Farzin,,Beyoglu,41.03925,28.9836,Entire home/apt,121,3,22,2020-12-23,1.68,4,17
40006615,"Private room in town, 15 minutes touristic places",120257327,Tuğrul,,Fatih,41.01559,28.93162,Private room,104,1,0,,,2,365
40006683,New Loft Studio on Istiklal Street #1,16180402,Serdar,,Beyoglu,41.02961,28.97543,Entire home/apt,375,2,22,2020-11-11,1.59,8,365
40007342,"Loft, New, on the Istiklal Street #2",16180402,Serdar,,Beyoglu,41.03104,28.97574,Entire home/apt,299,2,12,2020-03-18,0.88,8,365
40007989,Nezih yerde. 4 oda full ev,308535497,Yavuz,,Besiktas,41.06421,29.00249,Entire home/apt,499,3,0,,,1,180
40008938,Shared flat in Ortaköy,287081165,İbrahim,,Besiktas,41.05247,29.0227,Shared room,112,2,0,,,1,179
40009386,HAPPINESS ZONE 🥰,308546170,Sena Nur,,Sisli,41.07489,29.00537,Private room,100,1,0,,,1,364
40010267,Room,220918169,Hala,,Bahcelievler,41.00515,28.83428,Entire home/apt,1487,1,0,,,2,0
40015881,Modern residence with hotel comfort,78674438,Bulent,,Bahcelievler,41.00552,28.81289,Entire home/apt,409,1,5,2020-11-27,0.41,1,365
40020929,KAĞITHANEDEKİ MÜTEVAZİ EVİM,308665887,Güldane,,Kagithane,41.0908,28.99658,Private room,220,3,0,,,1,89
40023377,Sisli Bomonti Ground Floor  2 Room  Good and Cheap,238245787,İbrahim,,Sisli,41.05868,28.9846,Entire home/apt,296,15,0,,,8,365
40024142,NİŞANTAŞI rumeli caddesinde daire,308222273,Tc Serpil,,Sisli,41.05365,28.9901,Entire home/apt,2500,7,0,,,4,365
40026282,SMS Loft Suite,308704817,Sms,,Beyoglu,41.02887,28.9771,Shared room,273,1,0,,,4,365
40026305,Suite Room near Galata Tower with Buffet Breakfast,189516806,Arzu,,Beyoglu,41.02653,28.97381,Private room,280,1,1,2019-12-22,0.08,33,365
40027789,Everything You Need. Fully furnished apartment,181974295,Ahmed,,Uskudar,41.01814,29.04001,Private room,112,2,0,,,1,90
40027978,1+1 Apartment with Balcony,189516806,Arzu,,Beyoglu,41.02627,28.97442,Entire home/apt,473,1,5,2020-11-30,1.09,33,332
40028422,Turistlik bölge de butik daire,308659675,Cihat,,Fatih,41.03347,28.94703,Private room,260,1,0,,,1,0
40028902,Ozcans Pera Flats 9,50800210,Hakan&Turkan,,Beyoglu,41.03467,28.97255,Entire home/apt,182,3,21,2020-12-28,1.55,12,2
40029009,Apartment for rent. غرفة للأجار  комната на аренду,308726371,Bilal,,Esenyurt,41.02566,28.65725,Private room,120,1,0,,,1,0
40030116,Cozy place close the Nişantaşı,32683899,Cihan,,Sisli,41.0505,28.99422,Entire home/apt,333,2,0,,,1,177
40031995,Amazing Bosphorus view appartment,209303288,Cinar,,Sariyer,41.09192,29.05572,Entire home/apt,1038,1,3,2020-09-22,0.23,1,44
40032010,Pera  house,229048031,Ilhan,,Beyoglu,41.03503,28.9737,Entire home/apt,260,2,2,2020-10-21,0.17,16,0
40032822,"Harika lokasyon,konumu ve konforuyla lüks kaliteli",65618959,Seyithan,,Beyoglu,41.03374,28.98414,Entire home/apt,630,1,1,2019-12-14,0.08,1,184
40033315,Acıbadem Metro,143301358,Ersin,,Kadikoy,40.99963,29.04669,Private room,70,1,0,,,1,89
40034236,"Nezih, sessiz ve kaliteli. + Türk kahvaltısı",86532156,İbrahim,,Uskudar,41.00729,29.05286,Private room,120,1,0,,,1,180
40035464,Ağva Piazza Otel  Standart Odalar - Sadece Oda,138349141,Osman,,Sile,41.13966,29.8561,Private room,213,1,1,2020-02-02,0.09,9,363
40036631,Çok merkezi bir konumda. Deniz manzaralı,308787490,Umutcan,,Besiktas,41.04441,29.006,Private room,99,1,0,,,1,180
40040399,Sessiz rahat konforlu,308827101,Alper,,Beyoglu,41.03073,28.9756,Entire home/apt,250,1,0,,,3,179
40042074,Comfortable Flat in the bakırköy center,221742152,Melike,,Bakirkoy,40.98507,28.87426,Entire home/apt,314,4,1,2020-11-11,0.55,1,181
40042595,Recidance,308845416,Yıldız,,Bakirkoy,40.9844,28.84702,Private room,521,1,0,,,1,365
40042746,Ağva Piazza Otel Jakuzili Şömineli Oda-Kahvaltılı,138349141,Osman,,Sile,41.13885,29.85591,Private room,601,1,0,,,9,359
40042936,Ağva Piazza Otel Jakuzili Şömineli- Yarım Pansiyon,138349141,Osman,,Sile,41.13896,29.85387,Private room,783,1,0,,,9,359
40043109,Ağva Piazza Otel Standart Odalar - Oda Kahvaltı,138349141,Osman,,Sile,41.13898,29.85516,Private room,304,1,1,2020-03-15,0.10,9,363
40043206,Ağva Piazza Otel Standart Odalar - Yarım Pansiyon,138349141,Osman,,Sile,41.13972,29.85509,Private room,485,1,0,,,9,364
40043287,Luxury Suite in Istiklal Taksim 02,299192858,Navid,,Beyoglu,41.0337,28.98244,Entire home/apt,454,1,0,,,5,89
40043291,Ağva Piazza Otel Deluxe Oda - Sadece Oda,138349141,Osman,,Sile,41.13977,29.85504,Private room,276,1,0,,,9,1
40043420,Üsküdar kız kulesi,308852187,Hava,,Uskudar,41.01726,29.02004,Private room,130,1,0,,,1,180
40043487,Luxury Suite in Istiklal Taksim 03,299192858,Navid,,Beyoglu,41.0351,28.98261,Entire home/apt,455,1,0,,,5,90
40043537,Luxury Suite in Istiklal Taksim 04,299192858,Navid,,Beyoglu,41.03362,28.98275,Entire home/apt,454,1,0,,,5,90
40043593,Luxury Suite in Istiklal Taksim 05,299192858,Navid,,Beyoglu,41.03529,28.98271,Entire home/apt,453,1,0,,,5,89
40043643,Luxury Suite in Istiklal Taksim 06,299192858,Navid,,Beyoglu,41.03535,28.98064,Entire home/apt,454,1,0,,,5,90
40043788,Ağva Piazza Otel Deluxe Oda - Kahvaltı Dahil,138349141,Osman,,Sile,41.13806,29.85413,Private room,367,1,0,,,9,365
40043886,Ağva Piazza Otel Deluxe Oda - Yarım Pansiyon,138349141,Osman,,Sile,41.13981,29.85576,Private room,549,1,0,,,9,365
40046059,"Clean,cosy, safe apartment in Maçka, Besiktas!",303588550,Umay,,Besiktas,41.04276,28.99739,Entire home/apt,280,3,20,2020-10-24,1.47,1,80
40047687,100 steps to istiklal avenue,308880663,Armin,,Beyoglu,41.0352,28.98238,Entire home/apt,907,2,0,,,1,365
40048130,Standart Stüdyo (DH2),308870260,Aydın,,Beyoglu,41.03802,28.98087,Entire home/apt,164,1,12,2020-07-24,1.13,5,364
40048324,Fulya daire,308726999,Serkan,,Besiktas,41.05979,29.00094,Entire home/apt,454,1,0,,,3,0
40049460,Cosy house in Yeldegirmeni,40522656,Ebru,,Kadikoy,40.99684,29.02721,Entire home/apt,105,5,2,2020-10-28,0.71,1,330
40053275,"A-Main Street of Taksim Square, Great View&Luxury",166253139,Ercan Gokturk,,Beyoglu,41.03954,28.98524,Entire home/apt,544,1,5,2021-01-04,0.37,3,340
40054599,"B-Main Street of Taksim Square, Balcony&Great View",166253139,Ercan Gokturk,,Beyoglu,41.03542,28.98405,Entire home/apt,578,1,10,2020-12-06,0.75,3,353
40058268,Your House in Balat & More Than Expectation,33669241,Enes,,Fatih,41.03101,28.94788,Entire home/apt,220,1,57,2020-12-29,4.36,8,356
40058427,Bosphorus View in the Heart of the City,25253393,F. Oya,,Beyoglu,41.03314,28.98662,Entire home/apt,244,6,2,2020-10-26,0.70,1,49
40058715,MODERN FLAT NEAR ISTIKLAL,17768502,Mia,,Beyoglu,41.03583,28.97628,Entire home/apt,238,2,10,2020-11-01,0.81,12,364
40060280,Cihangirde kiralık oda,308998596,Onur,,Beyoglu,41.0299,28.98124,Private room,100,1,0,,,1,90
40062330,Burcu,272812262,Burcu,,Kadikoy,40.99414,29.0301,Private room,70,1,0,,,1,87
40065697,Insta Rezidans Karaköy,308720660,Fatih,,Beyoglu,41.02428,28.97809,Private room,450,1,0,,,1,365
40068806,Espartakule emlak konut,305519019,Mohammad,,Avcilar,41.06095,28.71063,Entire home/apt,1500,1,0,,,1,179
40072891,Welcome to your home,309125836,Otel,,Avcilar,40.97878,28.73836,Private room,112,1,0,,,1,365
40073531,Duplex Penthouse+Apartment w/ Seaview in Galata,7980429,Eren,,Beyoglu,41.02756,28.97519,Entire home/apt,1917,3,1,2020-01-08,0.08,19,83
